sentence,emotion
i feel that if i surrender to what life has to offer me what life has to teach me then i can rest assured that it s all meant to lead to my ultimate happiness,joy
i heard that he still has feelings for me i make him horny and i believe he even made mention of hooking up but it wouldn t be fair to insert her here,love
i am asked to lead a prayer meeting i feel a solemn responsibility to prepare myself spiritually and to plan carefully,joy
im also eating much more nutritious food and feeling more energetic as a result,joy
i want to commit to continuing to post here once a week or so but i want those posts to only be about books i feel completely passionate about or have a diversionary story to connect to them that might make you laugh,joy
i feel as though i am boring or a bit dull because it is hard to keep up with her energy and i do not want her to get the wrong impression,sadness
i like the three finger hands those simple details give it that otherworldliness feel again the paint choices while not terrible by any stretch of the imagination it doesn t blow me away and i would have liked to have seen these both in translucent blue,sadness
i said earlier that the overall feeling is joyful happy thankful and that s spoken in just about every other post i have of mason,joy
i cant stop the joyful tears from flowing as i feel this sweet baby moving,love
i know what you feel like that when fake ones come i reject them without even knowing who you are,sadness
i feel in love with a cute little maltese,joy
i said it when i read about people who are loosing more weight losing it quicker or who are just being generally more fabulous than me i feel envious,anger
i am feeling extremely devastated right now because ebloggy does not work just when the mental sewage system is clogged up its diarrhoea time and there is no virtual toilet paper in sight,sadness
i want to share what happened when i asked my sister why all these bad things had been raining down on me because in truth i was feeling very low,sadness
